18.50	30.86	0.1663	0.00796	3.787	64.32
18.60	34.08	0.1704	0.00842	3.909	66.52
18.70	35.36	0.1717	0.00856	3.948	67.14
18.80	35.15	0.1718	0.00857	3.946	67.23
18.90	34.64	0.1718	0.00858	3.939	67.30
19.00	33.59	0.1716	0.00856	3.922	67.34
19.10	32.60	0.1707	0.00846	3.894	66.94
19.20	28.38	0.1668	0.00801	3.753	65.04
19.30	26.08	0.1639	0.00767	3.644	63.33
19.40	23.38	0.1608	0.00731	3.517	61.68
19.50	23.31	0.1606	0.00728	3.508	61.46
19.60	22.94	0.1603	0.00725	3.495	61.39
19.70	23.24	0.1602	0.00724	3.499	61.22
19.80	22.96	0.1601	0.00722	3.488	61.19
19.90	22.59	0.1600	0.00722	3.479	61.24
20.00	22.77	0.1599	0.00720	3.480	61.10
20.10	22.84	0.1599	0.00720	3.479	61.03
20.20	22.75	0.1597	0.00718	3.476	60.98
20.30	22.53	0.1596	0.00717	3.468	60.97
20.40	22.71	0.1596	0.00716	3.469	60.84
20.50	22.70	0.1595	0.00715	3.469	60.82
20.60	22.67	0.1594	0.00715	3.467	60.78
20.70	22.77	0.1603	0.00725	3.491	61.42
20.80	25.86	0.1641	0.00770	3.647	63.59
20.90	27.71	0.1668	0.00802	3.742	65.19
21.00	31.33	0.1710	0.00848	3.878	67.27
21.10	33.11	0.1738	0.00880	3.951	68.77
21.20	36.60	0.1780	0.00926	4.056	70.69
21.30	39.33	0.1809	0.00957	4.120	71.87
21.40	40.05	0.1852	0.01002	4.174	74.02
21.50	41.01	0.1880	0.01032	4.209	75.30
21.60	40.82	0.1923	0.01077	4.240	77.36
21.70	41.69	0.1952	0.01107	4.266	78.52
21.80	40.49	0.1996	0.01153	4.279	80.71
21.90	40.10	0.2026	0.01183	4.287	82.03
22.00	40.47	0.2068	0.01226	4.307	83.75
22.10	39.74	0.2078	0.01236	4.300	84.27
22.20	38.59	0.2079	0.01238	4.284	84.49
22.30	37.95	0.2080	0.01238	4.273	84.58
22.40	36.61	0.2079	0.01236	4.252	84.76
22.50	36.05	0.2072	0.01229	4.240	84.55
22.60	33.39	0.2034	0.01191	4.182	83.44
22.70	31.23	0.2005	0.01160	4.129	82.57
22.80	27.88	0.1958	0.01112	4.034	81.21
22.90	25.59	0.1927	0.01080	3.959	80.31
23.00	22.87	0.1881	0.01030	3.847	78.71
23.10	21.02	0.1850	0.00998	3.760	77.67
23.20	17.82	0.1805	0.00948	3.586	76.32
23.30	15.11	0.1774	0.00914	3.416	75.99
23.40	10.71	0.1732	0.00864	3.014	76.51
23.50	7.56	0.1706	0.00829	2.567	78.99
23.60	4.18	0.1680	0.00778	1.704	86.07
23.70	2.80	0.1666	0.00743	1.141	93.80
23.80	1.76	0.1656	0.00695	0.590	105.00
23.90	1.69	0.1652	0.00688	0.555	105.49
24.00	1.68	0.1648	0.00684	0.548	105.25
24.10	1.68	0.1647	0.00682	0.548	104.70
24.20	1.74	0.1642	0.00681	0.581	103.56
24.30	2.06	0.1643	0.00696	0.757	98.66
24.40	3.68	0.1652	0.00745	1.525	86.30
24.50	5.89	0.1664	0.00778	2.207	79.22
24.60	11.24	0.1697	0.00827	3.044	73.54
24.70	15.14	0.1723	0.00859	3.369	72.57
24.80	20.27	0.1764	0.00905	3.661	72.96
24.90	22.94	0.1792	0.00936	3.782	73.79
25.00	26.65	0.1834	0.00982	3.925	75.21
25.10	29.00	0.1862	0.01012	4.002	76.17
25.20	31.66	0.1905	0.01057	4.089	77.85
25.30	33.46	0.1933	0.01087	4.139	78.90
25.40	36.13	0.1976	0.01132	4.207	80.44
25.50	37.26	0.2005	0.01162	4.239	81.57
25.60	39.12	0.2045	0.01203	4.280	82.97
25.70	38.50	0.2051	0.01208	4.274	83.32
25.80	37.88	0.2051	0.01209	4.263	83.40
25.90	37.04	0.2052	0.01209	4.251	83.57
26.00	36.12	0.2049	0.01207	4.237	83.65
26.10	35.31	0.2038	0.01195	4.218	83.28
26.20	32.14	0.1997	0.01153	4.146	82.09
26.30	30.02	0.1967	0.01122	4.087	81.10
26.40	25.98	0.1921	0.01073	3.967	79.90
26.50	23.71	0.1890	0.01040	3.883	78.99
26.60	19.92	0.1843	0.00990	3.712	77.73
26.70	16.91	0.1814	0.00957	3.548	77.37
26.80	11.59	0.1771	0.00908	3.133	78.46
26.90	8.30	0.1746	0.00873	2.708	80.74
27.00	4.59	0.1717	0.00822	1.853	88.18
27.10	3.16	0.1705	0.00788	1.305	95.20
27.20	1.93	0.1690	0.00735	0.686	107.20
27.30	1.50	0.1685	0.00703	0.442	114.39
27.40	1.22	0.1661	0.00661	0.295	118.19
27.50	1.18	0.1656	0.00654	0.272	119.57
27.60	1.22	0.1652	0.00652	0.292	116.59
27.70	1.25	0.1646	0.00651	0.312	114.41
27.80	1.34	0.1644	0.00656	0.359	111.35
27.90	1.61	0.1641	0.00674	0.510	105.69
28.00	2.78	0.1651	0.00726	1.129	91.91
28.10	4.24	0.1659	0.00758	1.725	83.96
28.20	8.44	0.1682	0.00806	2.696	75.71
28.30	12.14	0.1707	0.00839	3.137	73.54
28.40	17.35	0.1747	0.00886	3.519	73.11
28.50	20.39	0.1774	0.00917	3.677	73.59
28.60	24.48	0.1816	0.00963	3.851	74.75
28.70	26.79	0.1844	0.00992	3.938	75.74
28.80	30.01	0.1887	0.01038	4.043	77.26
28.90	31.81	0.1915	0.01068	4.099	78.33
29.00	34.35	0.1958	0.01113	4.170	79.93
29.10	36.64	0.1987	0.01143	4.219	80.81
29.20	38.42	0.2021	0.01179	4.262	82.09
29.30	37.75	0.2025	0.01182	4.254	82.35
29.40	37.95	0.2025	0.01182	4.255	82.26
29.50	37.08	0.2025	0.01182	4.242	82.42
29.60	36.19	0.2022	0.01179	4.227	82.44
29.70	35.36	0.2006	0.01162	4.207	81.86
29.80	31.86	0.1963	0.01118	4.124	80.55
29.90	29.47	0.1932	0.01085	4.058	79.57
